Estado,Ano,Mes,Qtd_Focos,Media_Risco,Media_DiasSemChuva,Media_FRP
ESPÍRITO SANTO,2024,5,997,0.8637461300309598,36.62917933130699,18.83501026694045
ESPÍRITO SANTO,2024,6,1052,0.9675504032258064,38.340937896070976,7.870200573065903
ESPÍRITO SANTO,2024,7,1620,0.9869553805774277,61.677494199535964,9.447820593809222
ESPÍRITO SANTO,2024,8,2237,0.9944961977186312,46.62190626645603,10.592116182572614
ESPÍRITO SANTO,2024,9,5061,0.9969477993858752,59.682763566818075,16.788009049773756
ESPÍRITO SANTO,2024,10,1091,0.8522620169651273,52.72727272727273,13.663403041825095
ESPÍRITO SANTO,2024,11,491,0.23455142231947482,2.7655172413793103,13.718658280922432
ESPÍRITO SANTO,2024,12,391,0.36626344086021506,3.6191950464396285,15.569786096256685
ESPÍRITO SANTO,2025,1,339,0.14285234899328858,6.6456140350877195,7.459021406727828
ESPÍRITO SANTO,2025,2,996,0.5097709923664122,10.743697478991596,9.201138716356107
ESPÍRITO SANTO,2025,3,514,0.7156559139784946,8.18705035971223,6.7057425742574255
ESPÍRITO SANTO,2025,4,189,0.4920786516853933,2.42,6.627956989247312
ESPÍRITO SANTO,2025,5,153,0.8454545454545455,8.992,3.853947368421052
ESPÍRITO SANTO,2025,6,575,0.8630232558139534,8.574861367837338,6.9991289198606275
ESPÍRITO SANTO,2025,7,858,0.9270344009489917,24.29861982434128,5.952989449003517
ESPÍRITO SANTO,2025,8,1232,0.9519796954314721,22.809933142311365,7.968564356435643
ESPÍRITO SANTO,2025,9,963,0.9296818663838812,9.517119244391973,11.320585161964472
ESPÍRITO SANTO,2025,10,545,0.8353358208955224,5.723232323232323,9.757614678899081
ESPÍRITO SANTO,2025,11,369,0.2906094182825485,2.756838905775076,7.184468664850136
ESPÍRITO SANTO,2025,12,541,0.39437137330754357,5.228571428571429,10.945019157088122
GOIÁS,2016,1,200,0.29128205128205126,1.42,19.06
GOIÁS,2016,2,828,0.43085365853658536,2.064009661835749,19.966863905325443
GOIÁS,2016,3,548,0.4160516605166052,2.5182481751824817,19.255392156862744
GOIÁS,2016,4,1646,0.8747512437810945,12.123936816524909,23.9536312849162
GOIÁS,2016,5,2291,0.9399910434393193,8.687909209951986,29.85011547344111
GOIÁS,2016,6,3673,0.969879854708019,16.032943098284782,38.32691652470188
GOIÁS,2016,7,9651,0.9984574749075541,38.258418816702935,58.487177950868784
GOIÁS,2016,8,14119,0.9411967779056386,32.97946030172108,51.99395410414828
GOIÁS,2016,9,29167,0.9642060799113635,8.274248294305208,44.505028441410694
GOIÁS,2016,10,11752,0.7508600770218228,3.8018209666439753,33.43028909329829
GOIÁS,2016,11,2028,0.6928288822947577,2.383136094674556,25.17421875
GOIÁS,2016,12,850,0.32597864768683277,1.5129411764705882,22.795652173913044
GOIÁS,2017,1,863,0.48333333333333334,0.0,17.191603053435113
GOIÁS,2017,2,311,0.20065789473684212,0.0,16.216296296296296
GOIÁS,2017,3,489,0.3151138716356107,0.0,16.04719626168224
GOIÁS,2017,4,466,0.7404761904761905,0.0,14.074358974358974
GOIÁS,2017,5,1376,0.9088823094004442,0.0,21.34494382022472
GOIÁS,2017,6,3230,0.970394944707741,0.0,38.45177664974619
GOIÁS,2017,7,5908,0.9966643622537158,0.0,48.08482252141983
GOIÁS,2017,8,19352,0.9978206070790884,0.0,52.23408472600077
GOIÁS,2017,9,42355,0.998203392263343,3.8362412938259944,53.40121575031754
GOIÁS,2017,10,48561,0.9335616154928412,0.0,44.24233235141223
GOIÁS,2017,11,2488,0.35569875151026986,0.0,28.57605633802817
GOIÁS,2017,12,420,0.18997542997543,0.02142857142857143,20.957798165137614
GOIÁS,2018,1,762,0.38461538461538464,0.0,19.135833333333334
GOIÁS,2018,2,290,0.3209964412811388,0.0,14.370238095238097
GOIÁS,2018,3,702,0.252958152958153,0.1737891737891738,18.89413680781759
GOIÁS,2018,4,633,0.54528,0.0,12.071076233183856
GOIÁS,2018,5,2365,0.8091335894152796,7.068076109936575,10.63344327176781
GOIÁS,2018,6,2955,0.9664355062413315,22.216920473773264,12.221483942414174
GOIÁS,2018,7,5803,0.9972772277227724,47.62502154058246,18.69400536832687
GOIÁS,2018,8,8830,0.9891591143742113,31.179614949037372,23.70039100684262
GOIÁS,2018,9,19913,0.945342118601115,21.281976598202178,19.54385333115076
GOIÁS,2018,10,7293,0.6476269087907554,3.4413821472645,13.651810401579988
GOIÁS,2018,11,430,0.3325581395348837,1.3930232558139535,12.106402439024391
GOIÁS,2018,12,1170,0.48617113223854796,3.2555555555555555,10.81379980563654
GOIÁS,2019,1,1851,0.42148715144887916,1.8444084278768234,11.673297491039426
GOIÁS,2019,2,917,0.4054024255788313,2.450381679389313,11.88027888446215
GOIÁS,2019,3,560,0.29215328467153284,1.5928571428571427,12.591626794258374
GOIÁS,2019,4,627,0.6157212317666126,4.186602870813397,8.958560794044665
GOIÁS,2019,5,1916,0.870026525198939,7.701461377870563,10.05138178096213
GOIÁS,2019,6,4359,0.9442914787562308,22.381050699701767,10.217575187969924
GOIÁS,2019,7,8126,0.9639297003413833,32.08491262613832,14.367008797653959
GOIÁS,2019,8,17895,0.9911548331907614,36.276781223805536,16.785442224558945
GOIÁS,2019,9,100965,0.994672568312548,53.37236666171446,27.59645373108367
GOIÁS,2019,10,36519,0.8907613626990019,5.801747035789589,12.846744296577947
GOIÁS,2019,11,6713,0.6662073097663272,2.4833904364665575,12.579751552795033
GOIÁS,2019,12,1892,0.35296316070475175,1.940274841437632,10.67180746561886
GOIÁS,2020,1,1044,0.33612586037364794,2.382183908045977,9.700462249614793
GOIÁS,2020,2,561,0.10642201834862386,1.2459893048128343,10.884382871536525
GOIÁS,2020,3,637,0.3277602523659306,4.63265306122449,13.004940711462451
GOIÁS,2020,4,1075,0.5975996204933587,4.43906976744186,13.574591381872215
GOIÁS,2020,5,2336,0.8033217542336083,5.297089041095891,10.237757847533633
GOIÁS,2020,6,5956,0.938716814159292,22.180490261920752,12.376216412490923
GOIÁS,2020,7,9366,0.981644880174292,47.06320734571856,14.62917436032709
GOIÁS,2020,8,19408,0.9981677311276306,76.95424567188788,31.666527143581938
GOIÁS,2020,9,41065,0.9744187476934433,67.01047120418848,27.88037940670679
GOIÁS,2020,10,44926,0.9280636569151912,10.911031473979433,20.67051570066397
GOIÁS,2020,11,10819,0.7071236559139785,3.7459099731953045,10.741876892028253
GOIÁS,2020,12,3888,0.636843467011643,5.2991255144032925,8.16019493177388
GOIÁS,2021,1,1279,0.32688941925218773,1.526192337763878,8.36609145815358
GOIÁS,2021,2,820,0.38042131350681535,2.65609756097561,10.266237482117312
GOIÁS,2021,3,1024,0.475796812749004,3.82421875,8.419599109131404
GOIÁS,2021,4,1677,0.6940856970428485,5.649970184853906,8.535906271536872
GOIÁS,2021,5,5303,0.86881925869316,8.530265887233641,9.738027836753952
GOIÁS,2021,6,8045,0.9493814693259278,18.858545680546925,9.086275555555556
GOIÁS,2021,7,16019,0.9867026340844176,33.40483176228229,19.932835540527847
GOIÁS,2021,8,31387,0.9895450892139527,67.25634816962436,13.587789014309092
GOIÁS,2021,9,88283,0.9692941283692952,62.132856835404326,15.11368802529108
GOIÁS,2021,10,21396,0.6641102709810736,4.875070106561974,10.808019876714052
GOIÁS,2021,11,2090,0.29475961538461537,1.5483253588516745,9.242744063324539
GOIÁS,2021,12,1103,0.33005514705882355,2.1341795104261108,12.881738173817382
GOIÁS,2022,1,1276,0.21376451077943617,2.020376175548589,9.43397976391231
GOIÁS,2022,2,758,0.1612104539202201,2.1952506596306067,12.641234221598879
GOIÁS,2022,3,1200,0.32448805460750857,3.2108333333333334,8.94416961130742
GOIÁS,2022,4,4299,0.7006654082114205,7.105373342637823,9.803907340217695
GOIÁS,2022,5,7708,0.9303213486105624,15.995978204462896,10.258769970795397
GOIÁS,2022,6,9256,0.9824298652529269,28.54796888504754,8.68852181279119
GOIÁS,2022,7,10822,0.9980047415836889,45.52051376824986,13.724848239579119
GOIÁS,2022,8,18838,0.9988672423097679,65.52766236606166,26.616563055062166
GOIÁS,2022,9,36662,0.912480635113157,65.99165348317058,30.15616250107361
GOIÁS,2022,10,28454,0.7062240400550052,3.9725873339425037,20.757524577766574
GOIÁS,2022,11,5372,0.6135513493253373,3.3860759493670884,30.01640610284423
GOIÁS,2022,12,483,0.0973784355179704,3.0869565217391304,22.28336798336798
GOIÁS,2023,1,347,0.015,0.5936599423631124,9.520991253644315
GOIÁS,2023,2,1255,0.05605048859934853,1.5601593625498007,10.566906474820145
GOIÁS,2023,3,1147,0.041366071428571426,2.4838709677419355,22.647864768683274
GOIÁS,2023,4,2112,0.13370139222275565,3.290246212121212,30.62512100677638
GOIÁS,2023,5,6298,0.7241337190613951,14.361225785963798,22.56065
GOIÁS,2023,6,6309,0.9147336131740393,16.747979077508322,26.37563025210084
GOIÁS,2023,7,8542,0.9852544605436475,27.009248419573872,30.47600679281902
GOIÁS,2023,8,12656,0.9926191811553561,36.24423198482933,45.26193802183686
GOIÁS,2023,9,20867,0.9434489904101007,6.751138160732257,30.99533585808252
GOIÁS,2023,10,16545,0.5891220075343299,2.6704140223632518,41.1113343605547
GOIÁS,2023,11,8696,0.3849930345948456,2.560947562097516,37.30183475378788
GOIÁS,2023,12,7409,0.30730295566502464,2.4061276825482523,44.84792262634518
GOIÁS,2024,1,1643,0.08403652392947103,1.6786366402921484,11.550862068965516
GOIÁS,2024,2,1320,0.09876360808709177,2.312878787878788,20.47224363916731
GOIÁS,2024,3,1389,0.07137326515704893,1.7508999280057596,24.236938925680647
GOIÁS,2024,4,1626,0.24641509433962264,6.951414514145141,22.49624765478424
GOIÁS,2024,5,5790,0.7894275555555555,26.618480138169257,20.900675195451313
GOIÁS,2024,6,6822,0.968062722076317,41.24992670771035,19.264987937273823
GOIÁS,2024,7,8179,0.9948740570259558,75.3649590414476,25.052584556477346
GOIÁS,2024,8,28181,0.9989809723628997,96.69412015187538,38.27780439268868
GOIÁS,2024,9,72955,0.9968799436783037,93.08979507915839,36.29568617414549
GOIÁS,2024,10,19448,0.8141205018328257,29.245320855614974,28.673195432018957
GOIÁS,2024,11,1149,0.13657594381035998,1.2184508268059182,10.578883071553228
GOIÁS,2024,12,1553,0.060347540983606555,1.157759175788796,19.04850894632207
GOIÁS,2025,1,1368,0.04595905989385898,0.8033625730994152,12.044477172312224
GOIÁS,2025,2,966,0.09897074756229685,1.7122153209109732,10.0509375
GOIÁS,2025,3,1661,0.36472704714640203,4.4388922335942205,20.191009852216748
GOIÁS,2025,4,707,0.437530303030303,2.4512022630834513,8.764714285714286
