Estado,Ano,Mes,Internacoes
MG,2024,4,15427
MG,2024,5,17079
MG,2024,6,16732
MG,2024,7,17038
MG,2024,8,14471
MG,2024,9,14035
MG,2024,10,13069
MG,2024,11,12056
MG,2024,12,11495
MG,2025,1,11451
MG,2025,2,10227
MG,2025,3,12027
MG,2025,4,14958
MG,2025,5,20641
MG,2025,6,19896
MG,2025,7,16844
MG,2025,8,13592
MG,2025,9,12933
MG,2025,10,11813
MG,2025,11,9979
MG,2025,12,6620
MS,2016,1,1075
MS,2016,2,1045
MS,2016,3,1479
MS,2016,4,1740
MS,2016,5,2706
MS,2016,6,2837
MS,2016,7,2356
MS,2016,8,1815
MS,2016,9,1822
MS,2016,10,1605
MS,2016,11,1413
MS,2016,12,1067
MS,2017,1,1089
MS,2017,2,1172
MS,2017,3,1889
MS,2017,4,2101
MS,2017,5,2382
MS,2017,6,1989
MS,2017,7,1866
MS,2017,8,1495
MS,2017,9,1474
MS,2017,10,1366
MS,2017,11,1302
MS,2017,12,1267
MS,2018,1,1186
MS,2018,2,1071
MS,2018,3,1734
MS,2018,4,2032
MS,2018,5,2089
MS,2018,6,2252
MS,2018,7,2198
MS,2018,8,1709
MS,2018,9,1683
MS,2018,10,1603
MS,2018,11,1537
MS,2018,12,1433
MS,2019,1,1168
MS,2019,2,1124
MS,2019,3,1688
MS,2019,4,1859
MS,2019,5,2141
MS,2019,6,2267
MS,2019,7,1766
MS,2019,8,1973
MS,2019,9,1792
MS,2019,10,1586
MS,2019,11,1428
MS,2019,12,1289
MS,2020,1,1213
MS,2020,2,1127
MS,2020,3,1630
MS,2020,4,852
MS,2020,5,854
MS,2020,6,866
MS,2020,7,1075
MS,2020,8,976
MS,2020,9,943
MS,2020,10,942
MS,2020,11,824
MS,2020,12,873
MS,2021,1,826
MS,2021,2,882
MS,2021,3,911
MS,2021,4,800
MS,2021,5,997
MS,2021,6,1040
MS,2021,7,1184
MS,2021,8,1146
MS,2021,9,1024
MS,2021,10,1168
MS,2021,11,1273
MS,2021,12,1432
MS,2022,1,1964
MS,2022,2,1101
MS,2022,3,1485
MS,2022,4,2002
MS,2022,5,2480
MS,2022,6,2446
MS,2022,7,2270
MS,2022,8,1865
MS,2022,9,1723
MS,2022,10,1699
MS,2022,11,1710
MS,2022,12,1429
MS,2023,1,1085
MS,2023,2,1192
MS,2023,3,2392
MS,2023,4,2497
MS,2023,5,2634
MS,2023,6,2172
MS,2023,7,2277
MS,2023,8,1772
MS,2023,9,1703
MS,2023,10,1660
MS,2023,11,1572
MS,2023,12,1460
MS,2024,1,1193
MS,2024,2,1101
MS,2024,3,1597
MS,2024,4,2178
MS,2024,5,2462
MS,2024,6,2487
MS,2024,7,2213
MS,2024,8,1849
MS,2024,9,2164
MS,2024,10,1721
MS,2024,11,1557
MS,2024,12,1573
MS,2025,1,1387
MS,2025,2,1375
MS,2025,3,1842
MS,2025,4,2545
MS,2025,5,3242
MS,2025,6,2698
MS,2025,7,2394
MS,2025,8,1813
MS,2025,9,1710
MS,2025,10,1265
MS,2025,11,977
MS,2025,12,335
MT,2016,1,1205
MT,2016,2,1198
MT,2016,3,1850
MT,2016,4,2132
MT,2016,5,2222
MT,2016,6,1970
MT,2016,7,1916
MT,2016,8,1546
MT,2016,9,1522
MT,2016,10,1627
MT,2016,11,1421
MT,2016,12,1399
MT,2017,1,1500
MT,2017,2,1745
MT,2017,3,2377
MT,2017,4,1891
MT,2017,5,1687
MT,2017,6,1708
MT,2017,7,1642
MT,2017,8,1426
MT,2017,9,1493
MT,2017,10,1447
MT,2017,11,1279
MT,2017,12,1195
MT,2018,1,1203
MT,2018,2,1102
MT,2018,3,1989
MT,2018,4,2266
MT,2018,5,2089
MT,2018,6,1770
MT,2018,7,1580
MT,2018,8,1489
MT,2018,9,1426
MT,2018,10,1453
MT,2018,11,1426
MT,2018,12,1329
MT,2019,1,1220
MT,2019,2,1215
MT,2019,3,1942
MT,2019,4,2277
MT,2019,5,2188
MT,2019,6,1746
MT,2019,7,1733
MT,2019,8,1542
MT,2019,9,1628
MT,2019,10,1523
MT,2019,11,1417
MT,2019,12,1365
MT,2020,1,1272
MT,2020,2,1220
MT,2020,3,1503
MT,2020,4,829
MT,2020,5,779
MT,2020,6,852
MT,2020,7,827
MT,2020,8,812
MT,2020,9,788
MT,2020,10,846
MT,2020,11,706
MT,2020,12,690
MT,2021,1,842
MT,2021,2,735
MT,2021,3,977
MT,2021,4,804
MT,2021,5,994
MT,2021,6,913
MT,2021,7,908
MT,2021,8,890
MT,2021,9,866
MT,2021,10,993
MT,2021,11,1014
MT,2021,12,1402
MT,2022,1,1849
MT,2022,2,993
MT,2022,3,1770
MT,2022,4,2033
MT,2022,5,1937
MT,2022,6,1916
MT,2022,7,1595
MT,2022,8,1479
MT,2022,9,1460
MT,2022,10,1746
MT,2022,11,1509
MT,2022,12,1283
MT,2023,1,1166
MT,2023,2,1617
MT,2023,3,2530
MT,2023,4,2740
MT,2023,5,2629
MT,2023,6,2034
MT,2023,7,1871
MT,2023,8,1858
MT,2023,9,1604
MT,2023,10,1584
MT,2023,11,1396
MT,2023,12,1418
MT,2024,1,1287
MT,2024,2,1384
MT,2024,3,2141
MT,2024,4,3030
MT,2024,5,3021
MT,2024,6,2364
MT,2024,7,1987
MT,2024,8,1895
MT,2024,9,2008
MT,2024,10,1872
MT,2024,11,1687
MT,2024,12,1584
MT,2025,1,1559
MT,2025,2,1763
MT,2025,3,2411
MT,2025,4,2851
MT,2025,5,3436
MT,2025,6,2890
MT,2025,7,2397
MT,2025,8,2146
MT,2025,9,2042
MT,2025,10,1747
MT,2025,11,1476
MT,2025,12,957
PA,2016,1,3480
PA,2016,2,3637
PA,2016,3,5388
PA,2016,4,6164
PA,2016,5,5135
PA,2016,6,4287
PA,2016,7,3577
PA,2016,8,3872
PA,2016,9,3924
PA,2016,10,4117
PA,2016,11,4104
PA,2016,12,3774
PA,2017,1,4634
PA,2017,2,4781
PA,2017,3,6782
PA,2017,4,5439
PA,2017,5,5448
PA,2017,6,4818
PA,2017,7,4268
PA,2017,8,3983
PA,2017,9,4192
PA,2017,10,4613
PA,2017,11,4441
PA,2017,12,3888
PA,2018,1,3945
PA,2018,2,3546
PA,2018,3,4786
PA,2018,4,6102
PA,2018,5,6521
PA,2018,6,5989
PA,2018,7,4508
PA,2018,8,4276
PA,2018,9,4176
PA,2018,10,4033
PA,2018,11,3618
PA,2018,12,3478
PA,2019,1,3792
PA,2019,2,3800
PA,2019,3,5443
PA,2019,4,6663
PA,2019,5,7041
PA,2019,6,5535
PA,2019,7,4143
PA,2019,8,3702
PA,2019,9,3919
PA,2019,10,4161
PA,2019,11,4054
PA,2019,12,3769
PA,2020,1,3960
PA,2020,2,4212
PA,2020,3,4910
PA,2020,4,2499
PA,2020,5,2818
PA,2020,6,2178
PA,2020,7,2432
PA,2020,8,2792
PA,2020,9,2453
PA,2020,10,2693
PA,2020,11,2549
PA,2020,12,2657
PA,2021,1,3000
PA,2021,2,2756
PA,2021,3,2958
PA,2021,4,2436
PA,2021,5,2661
PA,2021,6,2690
PA,2021,7,2731
PA,2021,8,3168
PA,2021,9,3063
PA,2021,10,3134
PA,2021,11,3125
PA,2021,12,4436
PA,2022,1,5957
PA,2022,2,2707
PA,2022,3,4042
PA,2022,4,5127
PA,2022,5,6394
PA,2022,6,5408
PA,2022,7,4312
PA,2022,8,3503
PA,2022,9,3874
PA,2022,10,3985
PA,2022,11,3801
PA,2022,12,3399
PA,2023,1,3523
PA,2023,2,3561
PA,2023,3,5281
PA,2023,4,5767
PA,2023,5,6558
PA,2023,6,5914
PA,2023,7,4653
PA,2023,8,4452
PA,2023,9,4392
PA,2023,10,4151
PA,2023,11,3925
PA,2023,12,3675
PA,2024,1,3772
PA,2024,2,3620
PA,2024,3,5653
PA,2024,4,6491
PA,2024,5,5816
PA,2024,6,4693
PA,2024,7,3959
PA,2024,8,3409
PA,2024,9,3709
PA,2024,10,4040
PA,2024,11,3580
PA,2024,12,3262
PA,2025,1,3278
PA,2025,2,3400
PA,2025,3,4839
PA,2025,4,5919
PA,2025,5,7021
PA,2025,6,6413
PA,2025,7,4939
PA,2025,8,4115
PA,2025,9,4054
PA,2025,10,3731
PA,2025,11,3216
PA,2025,12,2348
PB,2016,1,1264
PB,2016,2,1379
PB,2016,3,1939
PB,2016,4,2019
PB,2016,5,2127
PB,2016,6,2050
PB,2016,7,1737
PB,2016,8,1672
PB,2016,9,1587
PB,2016,10,1485
PB,2016,11,1397
PB,2016,12,1299
PB,2017,1,1313
PB,2017,2,1363
PB,2017,3,2105
PB,2017,4,2241
PB,2017,5,2530
PB,2017,6,2099
PB,2017,7,1855
PB,2017,8,1994
PB,2017,9,1647
PB,2017,10,1824
PB,2017,11,1673
PB,2017,12,1578
PB,2018,1,1413
PB,2018,2,1332
PB,2018,3,1674
PB,2018,4,1820
PB,2018,5,2383
PB,2018,6,2125
PB,2018,7,1965
PB,2018,8,1970
PB,2018,9,1691
PB,2018,10,1728
PB,2018,11,1603
PB,2018,12,1454
PB,2019,1,1424
PB,2019,2,1368
PB,2019,3,2142
PB,2019,4,2421
PB,2019,5,2373
PB,2019,6,2018
PB,2019,7,1965
PB,2019,8,1995
PB,2019,9,1872
PB,2019,10,1840
PB,2019,11,1682
PB,2019,12,1446
PB,2020,1,1360
PB,2020,2,1349
PB,2020,3,1445
PB,2020,4,790
PB,2020,5,702
PB,2020,6,626
PB,2020,7,730
PB,2020,8,754
PB,2020,9,715
PB,2020,10,884
PB,2020,11,834
PB,2020,12,842
PB,2021,1,865
PB,2021,2,849
PB,2021,3,981
PB,2021,4,996
PB,2021,5,1181
PB,2021,6,1117
PB,2021,7,1018
PB,2021,8,1085
PB,2021,9,1029
PB,2021,10,1189
PB,2021,11,1239
PB,2021,12,1411
PB,2022,1,1980
PB,2022,2,1055
PB,2022,3,1624
PB,2022,4,2233
PB,2022,5,2759
PB,2022,6,2547
PB,2022,7,1986
PB,2022,8,1913
PB,2022,9,1706
PB,2022,10,1775
PB,2022,11,1709
PB,2022,12,1461
PB,2023,1,1333
PB,2023,2,1474
PB,2023,3,2201
PB,2023,4,2902
PB,2023,5,3140
PB,2023,6,2515
PB,2023,7,2310
PB,2023,8,2445
PB,2023,9,1984
PB,2023,10,2030
PB,2023,11,1877
PB,2023,12,1652
PB,2024,1,1416
PB,2024,2,1492
PB,2024,3,2727
PB,2024,4,3369
PB,2024,5,3567
PB,2024,6,2894
PB,2024,7,2688
PB,2024,8,2675
PB,2024,9,2690
PB,2024,10,2522
PB,2024,11,2123
PB,2024,12,1733
PB,2025,1,1765
PB,2025,2,1687
PB,2025,3,2301
PB,2025,4,2533
PB,2025,5,3025
PB,2025,6,3378
PB,2025,7,3240
PB,2025,8,2943
PB,2025,9,2675
PB,2025,10,2330
PB,2025,11,2018
PB,2025,12,1168
PE,2016,1,2614
PE,2016,2,2634
PE,2016,3,3489
PE,2016,4,3808
PE,2016,5,4178
PE,2016,6,4398
PE,2016,7,3619
PE,2016,8,3516
PE,2016,9,3174
PE,2016,10,3152
PE,2016,11,2864
PE,2016,12,2764
PE,2017,1,2462
PE,2017,2,2745
PE,2017,3,4156
PE,2017,4,4723
PE,2017,5,5089
PE,2017,6,4588
PE,2017,7,3815
PE,2017,8,4156
PE,2017,9,3670
PE,2017,10,3671
PE,2017,11,3382
PE,2017,12,3215
PE,2018,1,2723
PE,2018,2,2375
PE,2018,3,3254
PE,2018,4,4058
PE,2018,5,4816
PE,2018,6,4555
PE,2018,7,4119
PE,2018,8,3820
PE,2018,9,3446
PE,2018,10,3559
PE,2018,11,3207
PE,2018,12,3280
PE,2019,1,3236
PE,2019,2,3247
PE,2019,3,4314
PE,2019,4,4653
PE,2019,5,4777
PE,2019,6,4008
PE,2019,7,3733
PE,2019,8,4333
PE,2019,9,4142
PE,2019,10,4214
PE,2019,11,3799
PE,2019,12,3422
PE,2020,1,3086
PE,2020,2,2919
PE,2020,3,3242
PE,2020,4,1939
PE,2020,5,1819
PE,2020,6,1454
PE,2020,7,1610
PE,2020,8,1926
PE,2020,9,2000
PE,2020,10,1993
PE,2020,11,1657
PE,2020,12,1451
PE,2021,1,1726
PE,2021,2,1855
PE,2021,3,2549
PE,2021,4,2534
PE,2021,5,2926
PE,2021,6,2569
PE,2021,7,2557
PE,2021,8,2478
PE,2021,9,2492
PE,2021,10,2779
PE,2021,11,2911
PE,2021,12,3357
PE,2022,1,4377
PE,2022,2,2392
PE,2022,3,3580
PE,2022,4,4580
PE,2022,5,5863
PE,2022,6,6236
PE,2022,7,4748
PE,2022,8,5102
PE,2022,9,4136
PE,2022,10,4164
PE,2022,11,4180
PE,2022,12,4163
PE,2023,1,3445
PE,2023,2,3451
PE,2023,3,4354
PE,2023,4,5519
PE,2023,5,6581
PE,2023,6,5629
PE,2023,7,5075
PE,2023,8,4791
PE,2023,9,4361
PE,2023,10,4823
PE,2023,11,4206
PE,2023,12,3695
PE,2024,1,3019
PE,2024,2,2760
PE,2024,3,4375
PE,2024,4,6121
PE,2024,5,6741
PE,2024,6,5861
PE,2024,7,5159
PE,2024,8,4941
PE,2024,9,4945
PE,2024,10,5106
PE,2024,11,4258
PE,2024,12,3993
PE,2025,1,3482
PE,2025,2,3177
PE,2025,3,4373
PE,2025,4,5405
PE,2025,5,6000
PE,2025,6,6837
PE,2025,7,6042
PE,2025,8,5357
PE,2025,9,4920
PE,2025,10,4786
PE,2025,11,4140
PE,2025,12,2823
PI,2016,1,1550
PI,2016,2,1818
PI,2016,3,1951
PI,2016,4,2299
PI,2016,5,2355
PI,2016,6,2102
PI,2016,7,2059
PI,2016,8,1913
PI,2016,9,1829
PI,2016,10,1897
PI,2016,11,1705
PI,2016,12,1502
PI,2017,1,1668
PI,2017,2,1805
PI,2017,3,3170
PI,2017,4,2977
PI,2017,5,2620
PI,2017,6,2171
PI,2017,7,1946
PI,2017,8,1858
PI,2017,9,1726
PI,2017,10,1786
PI,2017,11,1669
PI,2017,12,1676
PI,2018,1,1816
PI,2018,2,1566
PI,2018,3,2115
PI,2018,4,2484
PI,2018,5,2672
PI,2018,6,2204
PI,2018,7,2095
PI,2018,8,1812
PI,2018,9,1837
PI,2018,10,1717
PI,2018,11,1758
PI,2018,12,1726
PI,2019,1,1735
PI,2019,2,1687
PI,2019,3,2473
PI,2019,4,2615
PI,2019,5,2521
PI,2019,6,2214
PI,2019,7,2156
PI,2019,8,1971
PI,2019,9,1949
PI,2019,10,2094
PI,2019,11,1762
PI,2019,12,1607
PI,2020,1,1681
PI,2020,2,1781
PI,2020,3,2106
PI,2020,4,1079
PI,2020,5,1072
PI,2020,6,1225
PI,2020,7,1115
PI,2020,8,1147
PI,2020,9,1207
PI,2020,10,1181
PI,2020,11,1210
PI,2020,12,1193
PI,2021,1,1419
PI,2021,2,1343
PI,2021,3,1484
PI,2021,4,1378
PI,2021,5,1470
PI,2021,6,1392
PI,2021,7,1293
PI,2021,8,1340
PI,2021,9,1349
PI,2021,10,1315
PI,2021,11,1542
PI,2021,12,1742
PI,2022,1,3041
PI,2022,2,1430
PI,2022,3,1755
PI,2022,4,2267
PI,2022,5,2401
PI,2022,6,2312
PI,2022,7,2035
PI,2022,8,1910
PI,2022,9,1780
PI,2022,10,1718
PI,2022,11,1757
PI,2022,12,1817
PI,2023,1,1625
PI,2023,2,1638
PI,2023,3,2201
PI,2023,4,2578
PI,2023,5,3249
PI,2023,6,2588
PI,2023,7,2197
PI,2023,8,2084
PI,2023,9,1902
PI,2023,10,1986
PI,2023,11,1883
PI,2023,12,1547
PI,2024,1,1459
PI,2024,2,1343
PI,2024,3,2118
PI,2024,4,2798
PI,2024,5,2617
PI,2024,6,2336
PI,2024,7,1933
PI,2024,8,1741
PI,2024,9,1781
PI,2024,10,1831
PI,2024,11,1590
PI,2024,12,1460
PI,2025,1,1491
PI,2025,2,1346
PI,2025,3,1821
PI,2025,4,2169
PI,2025,5,2831
PI,2025,6,2471
PI,2025,7,2060
PI,2025,8,1647
PI,2025,9,1993
PI,2025,10,1817
PI,2025,11,1505
PI,2025,12,940
PR,2016,1,6129
PR,2016,2,5509
PR,2016,3,8336
PR,2016,4,9260
PR,2016,5,10831
PR,2016,6,11645
PR,2016,7,10439
PR,2016,8,8563
PR,2016,9,8423
PR,2016,10,8158
PR,2016,11,6676
PR,2016,12,6128
PR,2017,1,5530
PR,2017,2,5827
PR,2017,3,8020
PR,2017,4,8137
PR,2017,5,10522
PR,2017,6,10247
PR,2017,7,9749
PR,2017,8,8950
PR,2017,9,8311
PR,2017,10,8007
PR,2017,11,7680
PR,2017,12,6365
PR,2018,1,5937
PR,2018,2,5642
PR,2018,3,7417
PR,2018,4,8763
PR,2018,5,9371
PR,2018,6,10548
PR,2018,7,11099
PR,2018,8,9107
PR,2018,9,8231
PR,2018,10,8182
PR,2018,11,7786
PR,2018,12,6550
PR,2019,1,5941
PR,2019,2,5699
PR,2019,3,7583
PR,2019,4,8980
PR,2019,5,10294
PR,2019,6,10001
PR,2019,7,9403
PR,2019,8,8469
PR,2019,9,8203
PR,2019,10,8049
PR,2019,11,7019
PR,2019,12,6671
PR,2020,1,6072
PR,2020,2,5840
PR,2020,3,6690
PR,2020,4,4296
PR,2020,5,4138
PR,2020,6,4037
PR,2020,7,4160
PR,2020,8,4156
PR,2020,9,4212
PR,2020,10,4222
PR,2020,11,4278
PR,2020,12,3439
PR,2021,1,3783
PR,2021,2,3629
PR,2021,3,3504
PR,2021,4,3357
PR,2021,5,3961
PR,2021,6,3686
PR,2021,7,4465
PR,2021,8,4831
PR,2021,9,4382
PR,2021,10,4994
PR,2021,11,5519
PR,2021,12,5672
PR,2022,1,6076
PR,2022,2,4203
PR,2022,3,5717
PR,2022,4,7997
PR,2022,5,10532
PR,2022,6,10730
PR,2022,7,9320
PR,2022,8,8009
PR,2022,9,7101
PR,2022,10,7536
PR,2022,11,6950
PR,2022,12,6454
PR,2023,1,5336
PR,2023,2,6110
PR,2023,3,9414
PR,2023,4,9534
PR,2023,5,10458
PR,2023,6,9836
PR,2023,7,9566
PR,2023,8,9165
PR,2023,9,7942
PR,2023,10,7582
PR,2023,11,7147
PR,2023,12,6173
PR,2024,1,5805
PR,2024,2,5977
PR,2024,3,7938
PR,2024,4,9875
PR,2024,5,10791
PR,2024,6,11425
PR,2024,7,10469
PR,2024,8,10470
PR,2024,9,10390
PR,2024,10,9500
PR,2024,11,8283
PR,2024,12,7043
PR,2025,1,6699
PR,2025,2,6938
PR,2025,3,8020
PR,2025,4,9005
PR,2025,5,13317
PR,2025,6,13523
PR,2025,7,11681
PR,2025,8,10289
PR,2025,9,9644
PR,2025,10,9024
PR,2025,11,7208
PR,2025,12,4124
RJ,2016,1,3438
RJ,2016,2,3277
RJ,2016,3,4286
RJ,2016,4,5038
RJ,2016,5,6208
RJ,2016,6,6432
RJ,2016,7,5751
RJ,2016,8,4410
RJ,2016,9,3593
RJ,2016,10,3378
RJ,2016,11,3039
RJ,2016,12,3012
RJ,2017,1,3148
RJ,2017,2,2773
RJ,2017,3,3698
RJ,2017,4,4271
RJ,2017,5,5499
RJ,2017,6,5154
RJ,2017,7,4947
RJ,2017,8,4231
RJ,2017,9,3774
RJ,2017,10,3727
RJ,2017,11,3559
RJ,2017,12,3403
RJ,2018,1,3035
RJ,2018,2,2592
RJ,2018,3,3841
RJ,2018,4,5333
RJ,2018,5,6216
RJ,2018,6,5571
RJ,2018,7,5020
RJ,2018,8,4613
RJ,2018,9,4294
RJ,2018,10,4369
RJ,2018,11,3988
RJ,2018,12,3702
RJ,2019,1,3386
RJ,2019,2,2997
RJ,2019,3,3740
RJ,2019,4,5454
RJ,2019,5,6448
RJ,2019,6,5504
RJ,2019,7,4939
RJ,2019,8,4431
RJ,2019,9,4209
RJ,2019,10,4324
RJ,2019,11,3974
RJ,2019,12,3974
RJ,2020,1,3371
RJ,2020,2,3238
RJ,2020,3,3845
RJ,2020,4,3711
RJ,2020,5,3546
RJ,2020,6,3313
RJ,2020,7,3505
RJ,2020,8,3307
RJ,2020,9,3319
RJ,2020,10,3486
RJ,2020,11,3776
RJ,2020,12,4071
RJ,2021,1,4361
RJ,2021,2,3445
RJ,2021,3,4192
RJ,2021,4,3367
RJ,2021,5,3711
RJ,2021,6,3358
RJ,2021,7,3710
RJ,2021,8,3741
RJ,2021,9,3390
RJ,2021,10,3928
RJ,2021,11,4834
RJ,2021,12,6534
RJ,2022,1,4629
RJ,2022,2,4001
RJ,2022,3,5857
RJ,2022,4,6192
RJ,2022,5,7287
RJ,2022,6,6986
RJ,2022,7,6589
RJ,2022,8,6346
RJ,2022,9,5462
RJ,2022,10,5440
RJ,2022,11,5133
RJ,2022,12,4512
RJ,2023,1,4173
RJ,2023,2,4506
RJ,2023,3,6652
RJ,2023,4,7959
RJ,2023,5,8113
RJ,2023,6,7064
RJ,2023,7,6595
RJ,2023,8,6209
RJ,2023,9,5812
RJ,2023,10,5734
RJ,2023,11,5100
RJ,2023,12,4289
RJ,2024,1,3998
RJ,2024,2,4078
RJ,2024,3,5630
RJ,2024,4,7234
RJ,2024,5,7729
RJ,2024,6,7497
RJ,2024,7,6498
RJ,2024,8,6316
RJ,2024,9,6099
RJ,2024,10,6035
RJ,2024,11,5687
RJ,2024,12,5053
RJ,2025,1,4427
RJ,2025,2,4307
RJ,2025,3,4956
RJ,2025,4,6126
RJ,2025,5,8761
RJ,2025,6,8620
RJ,2025,7,7051
RJ,2025,8,5903
RJ,2025,9,5687
RJ,2025,10,5219
RJ,2025,11,4418
RJ,2025,12,2262
RN,2016,1,709
RN,2016,2,855
RN,2016,3,1045
RN,2016,4,1083
RN,2016,5,1132
RN,2016,6,1056
RN,2016,7,969
RN,2016,8,891
RN,2016,9,796
RN,2016,10,819
RN,2016,11,735
RN,2016,12,695
RN,2017,1,712
RN,2017,2,783
RN,2017,3,1196
RN,2017,4,1241
RN,2017,5,1264
RN,2017,6,1129
RN,2017,7,978
RN,2017,8,936
RN,2017,9,966
RN,2017,10,962
RN,2017,11,813
RN,2017,12,819
RN,2018,1,754
RN,2018,2,726
RN,2018,3,1002
RN,2018,4,1125
RN,2018,5,1417
RN,2018,6,1174
RN,2018,7,1180
RN,2018,8,1083
RN,2018,9,941
RN,2018,10,927
RN,2018,11,941
RN,2018,12,810
RN,2019,1,810
RN,2019,2,788
RN,2019,3,1125
RN,2019,4,1279
RN,2019,5,1305
RN,2019,6,1037
RN,2019,7,979
RN,2019,8,963
RN,2019,9,987
RN,2019,10,863
RN,2019,11,927
RN,2019,12,857
RN,2020,1,734
RN,2020,2,737
RN,2020,3,940
RN,2020,4,483
RN,2020,5,422
RN,2020,6,438
RN,2020,7,519
RN,2020,8,595
RN,2020,9,642
RN,2020,10,700
RN,2020,11,571
RN,2020,12,597
RN,2021,1,617
RN,2021,2,644
RN,2021,3,703
RN,2021,4,726
RN,2021,5,877
RN,2021,6,808
RN,2021,7,774
RN,2021,8,846
RN,2021,9,864
RN,2021,10,922
RN,2021,11,868
RN,2021,12,857
RN,2022,1,1281
RN,2022,2,794
RN,2022,3,888
RN,2022,4,1325
RN,2022,5,1663
RN,2022,6,1404
RN,2022,7,1050
RN,2022,8,1087
RN,2022,9,1049
RN,2022,10,1010
RN,2022,11,1010
RN,2022,12,896
RN,2023,1,864
RN,2023,2,836
RN,2023,3,985
RN,2023,4,1295
RN,2023,5,1683
RN,2023,6,1394
RN,2023,7,1423
RN,2023,8,1398
RN,2023,9,1355
RN,2023,10,1178
RN,2023,11,1100
RN,2023,12,1105
RN,2024,1,856
RN,2024,2,846
RN,2024,3,1162
RN,2024,4,1617
RN,2024,5,1688
RN,2024,6,1484
RN,2024,7,1410
RN,2024,8,1246
RN,2024,9,1221
RN,2024,10,1216
RN,2024,11,1119
RN,2024,12,956
RN,2025,1,1007
RN,2025,2,876
RN,2025,3,1196
RN,2025,4,1510
RN,2025,5,1722
RN,2025,6,1600
RN,2025,7,1552
RN,2025,8,1282
RN,2025,9,1168
RN,2025,10,1115
RN,2025,11,923
RN,2025,12,693
RO,2016,1,642
RO,2016,2,641
RO,2016,3,1066
RO,2016,4,1518
RO,2016,5,1476
RO,2016,6,1417
RO,2016,7,1170
RO,2016,8,835
RO,2016,9,888
RO,2016,10,919
RO,2016,11,841
RO,2016,12,872
RO,2017,1,877
RO,2017,2,1007
RO,2017,3,1760
RO,2017,4,1271
RO,2017,5,1121
RO,2017,6,1040
RO,2017,7,1055
RO,2017,8,965
RO,2017,9,1071
RO,2017,10,1113
RO,2017,11,1081
RO,2017,12,1032
RO,2018,1,847
RO,2018,2,738
RO,2018,3,1040
RO,2018,4,1181
RO,2018,5,1593
RO,2018,6,1585
RO,2018,7,1303
RO,2018,8,1127
RO,2018,9,1099
RO,2018,10,1056
RO,2018,11,988
RO,2018,12,853
RO,2019,1,838
RO,2019,2,990
RO,2019,3,1492
RO,2019,4,1452
RO,2019,5,1476
RO,2019,6,1179
RO,2019,7,1033
RO,2019,8,935
RO,2019,9,935
RO,2019,10,989
RO,2019,11,985
RO,2019,12,815
RO,2020,1,735
RO,2020,2,739
RO,2020,3,841
RO,2020,4,518
RO,2020,5,393
RO,2020,6,377
RO,2020,7,420
RO,2020,8,461
RO,2020,9,397
RO,2020,10,375
RO,2020,11,393
RO,2020,12,384
RO,2021,1,435
RO,2021,2,407
RO,2021,3,449
RO,2021,4,508
RO,2021,5,604
RO,2021,6,705
RO,2021,7,647
RO,2021,8,569
RO,2021,9,505
RO,2021,10,605
RO,2021,11,651
RO,2021,12,925
RO,2022,1,1240
RO,2022,2,708
RO,2022,3,1351
RO,2022,4,1474
RO,2022,5,1686
RO,2022,6,1434
RO,2022,7,1093
RO,2022,8,910
RO,2022,9,1080
RO,2022,10,1048
RO,2022,11,976
RO,2022,12,833
RO,2023,1,637
RO,2023,2,966
RO,2023,3,1622
RO,2023,4,2098
RO,2023,5,2041
RO,2023,6,1488
RO,2023,7,1298
RO,2023,8,1217
RO,2023,9,1099
RO,2023,10,1138
RO,2023,11,989
RO,2023,12,909
RO,2024,1,665
RO,2024,2,749
RO,2024,3,1191
RO,2024,4,1982
RO,2024,5,2034
RO,2024,6,1480
RO,2024,7,1266
RO,2024,8,951
RO,2024,9,1138
RO,2024,10,1155
RO,2024,11,1158
RO,2024,12,1146
RO,2025,1,994
RO,2025,2,985
RO,2025,3,1347
RO,2025,4,1632
RO,2025,5,2176
RO,2025,6,2044
RO,2025,7,1742
RO,2025,8,1232
RO,2025,9,1103
RO,2025,10,927
RO,2025,11,780
RO,2025,12,671
RR,2016,1,155
RR,2016,2,152
RR,2016,3,190
RR,2016,4,205
RR,2016,5,258
RR,2016,6,399
RR,2016,7,381
RR,2016,8,347
RR,2016,9,284
RR,2016,10,214
RR,2016,11,230
RR,2016,12,247
RR,2017,1,231
RR,2017,2,251
RR,2017,3,303
RR,2017,4,304
RR,2017,5,383
RR,2017,6,401
RR,2017,7,385
RR,2017,8,344
RR,2017,9,301
RR,2017,10,320
RR,2017,11,234
RR,2017,12,267
RR,2018,1,223
RR,2018,2,177
RR,2018,3,233
RR,2018,4,227
RR,2018,5,322
RR,2018,6,522
RR,2018,7,555
RR,2018,8,482
RR,2018,9,290
RR,2018,10,271
RR,2018,11,249
RR,2018,12,247
RR,2019,1,235
RR,2019,2,238
RR,2019,3,219
RR,2019,4,248
RR,2019,5,288
RR,2019,6,435
RR,2019,7,437
RR,2019,8,417
RR,2019,9,378
RR,2019,10,321
RR,2019,11,291
RR,2019,12,265
RR,2020,1,228
RR,2020,2,239
RR,2020,3,252
RR,2020,4,140
RR,2020,5,103
RR,2020,6,279
RR,2020,7,205
RR,2020,8,214
RR,2020,9,170
RR,2020,10,193
RR,2020,11,204
RR,2020,12,208
